Table: Ground-state properties of even-even nuclei calculated by the DRHBc theory

Z				Proton number
N				Neutron number
A				Mass number
Eb_cal			(MeV) Binding energy from DRHBc calculations
Ebrot_cal		(MeV) Binding energy plus rotational correction energy from DRHBc calculations, which is suggested to be compared with the experimental value
Eb_exp			(MeV) Binding energy from experimental data
S2n				(MeV) Two-neutron separation energy
S2p				(MeV) Two-proton separation energy
Rn				(fm) Neutron root-mean-square radius
Rp				(fm) Proton root-mean-square radius
Rm				(fm) Matter root-mean-square radius
Rch_cal			(fm) Charge radius from DRHBc calculations
Rch_exp			(fm) Charge radius from experimental data
beta_n			Neutron quadrupole deformation
beta_p			Proton quadrupole deformation
beta_t			Matter quadrupole deformation
lam_n			(MeV) Neutron Fermi surface
lam_p			(MeV) Proton Fermi surface

Note: Unavailable data are shown by ####

Z	A	N	Eb_cal	Ebrot_cal	Eb_exp	S2n	S2p	    Rn	    Rp	    Rm	    Rch_cal	Rch_exp	beta_n	beta_p	beta_t	lam_n	lam_p
86	316	230	1895.00	1896.46	####	0.07	37.23	7.24	6.31	7.00	6.36	####	-0.214	-0.192	-0.208	-0.05	-18.23
86	318	232	1895.02	1896.47	####	0.03	37.54	7.26	6.32	7.02	6.37	####	-0.205	-0.184	-0.200	-0.03	-18.37
86	320	234	1894.99	1896.38	####	-0.04	37.87	7.29	6.33	7.04	6.38	####	-0.196	-0.177	-0.191	0.02	-18.52
88	198	110	1510.15	1512.08	####	####	0.52	5.58	5.51	5.55	5.56	####	0.181	0.166	0.174	-10.33	0.20
88	200	112	1530.49	1532.30	####	20.34	1.47	5.60	5.51	5.56	5.57	####	0.164	0.150	0.158	-10.11	-0.18
88	202	114	1550.39	1552.06	1552.48	19.89	2.41	5.62	5.52	5.58	5.58	####	0.149	0.138	0.144	-9.89	-0.60
88	204	116	1569.85	1571.43	1571.64	19.46	3.30	5.64	5.53	5.59	5.58	####	0.134	0.126	0.131	-9.66	-1.07
88	206	118	1588.81	1590.32	1590.28	18.97	4.09	5.66	5.53	5.61	5.59	####	0.118	0.111	0.115	-9.35	-1.55
88	208	120	1607.20	1608.70	1608.26	18.39	4.52	5.68	5.54	5.62	5.60	5.59	0.085	0.084	0.085	-9.24	-1.90
88	210	122	1625.59	1625.59	1625.69	18.39	5.03	5.70	5.54	5.63	5.60	5.59	0.048	0.049	0.049	-9.27	-2.24
88	212	124	1644.04	1644.04	1642.47	18.44	5.80	5.72	5.55	5.65	5.61	5.60	0.000	0.000	0.000	-9.22	-2.61
88	214	126	1661.57	1661.57	1658.32	17.53	6.45	5.74	5.56	5.67	5.62	5.61	0.000	0.000	0.000	-7.42	-2.92
88	216	128	1672.66	1672.66	1671.27	11.09	7.58	5.78	5.58	5.70	5.64	####	0.000	0.000	0.000	-5.57	-3.48
88	218	130	1683.71	1685.02	1684.06	11.05	8.75	5.81	5.61	5.73	5.66	####	0.057	0.063	0.059	-5.73	-3.99
88	220	132	1695.11	1696.49	1696.57	11.40	9.58	5.85	5.63	5.76	5.69	5.67	0.092	0.095	0.093	-5.69	-4.39
88	222	134	1706.25	1707.76	1708.67	11.14	10.39	5.88	5.65	5.79	5.71	5.70	0.124	0.120	0.122	-5.59	-4.74
88	224	136	1717.18	1718.89	1720.30	10.93	11.36	5.92	5.67	5.82	5.72	5.72	0.154	0.145	0.151	-5.48	-5.25
88	226	138	1728.00	1729.80	1731.60	10.82	12.52	5.95	5.69	5.85	5.75	5.74	0.191	0.179	0.187	-5.48	-5.93
88	228	140	1738.86	1740.56	1742.47	10.86	13.93	5.99	5.72	5.89	5.77	5.76	0.225	0.211	0.220	-5.40	-6.66
88	230	142	1749.35	1751.18	1753.04	10.49	15.06	6.03	5.74	5.92	5.80	5.78	0.250	0.234	0.244	-5.21	-7.20
88	232	144	1759.59	1761.34	1763.20	10.24	15.95	6.07	5.77	5.96	5.83	5.80	0.277	0.265	0.273	-5.02	-7.64
88	234	146	1769.25	1771.12	1772.91	9.66	16.55	6.09	5.79	5.98	5.84	####	0.278	0.265	0.273	-4.80	-7.96
88	236	148	1778.66	1780.56	####	9.41	17.18	6.12	5.81	6.01	5.86	####	0.283	0.271	0.279	-4.68	-8.29
88	238	150	1787.83	1789.50	####	9.17	17.83	6.15	5.83	6.04	5.89	####	0.294	0.286	0.291	-4.37	-8.62
88	240	152	1796.06	1798.00	####	8.23	18.34	6.18	5.84	6.06	5.90	####	0.287	0.277	0.283	-4.09	-8.87
88	242	154	1804.08	1806.15	####	8.03	18.86	6.20	5.85	6.08	5.91	####	0.278	0.265	0.273	-4.04	-9.13
88	244	156	1812.05	1814.08	####	7.97	19.41	6.23	5.86	6.10	5.91	####	0.265	0.249	0.259	-4.01	-9.39
88	246	158	1819.95	1821.83	####	7.90	19.97	6.25	5.87	6.12	5.92	####	0.256	0.237	0.249	-3.94	-9.66
88	248	160	1827.64	1829.28	####	7.69	20.54	6.27	5.88	6.14	5.94	####	0.248	0.228	0.241	-3.69	-9.93
88	250	162	1834.63	1836.45	####	6.98	21.19	6.29	5.89	6.15	5.94	####	0.228	0.205	0.220	-3.45	-10.24
88	252	164	1841.45	1843.15	####	6.82	21.94	6.30	5.88	6.16	5.94	####	0.189	0.163	0.180	-3.54	-10.66
88	254	166	1848.39	1849.99	####	6.94	22.42	6.32	5.89	6.18	5.95	####	0.169	0.147	0.161	-3.50	-11.04
88	256	168	1855.22	1856.76	####	6.83	23.18	6.34	5.90	6.20	5.95	####	0.155	0.136	0.149	-3.43	-11.40
88	258	170	1861.92	1863.41	####	6.69	23.96	6.37	5.91	6.22	5.96	####	0.143	0.127	0.137	-3.35	-11.75
88	260	172	1868.46	1869.94	####	6.55	24.66	6.39	5.92	6.24	5.97	####	0.130	0.116	0.125	-3.27	-12.09
88	262	174	1874.83	1876.25	####	6.37	25.24	6.41	5.93	6.26	5.98	####	0.115	0.103	0.111	-3.15	-12.41
88	264	176	1880.98	1882.31	####	6.15	25.62	6.44	5.94	6.27	5.99	####	0.090	0.083	0.088	-3.14	-12.61
88	266	178	1887.36	1888.61	####	6.39	26.12	6.46	5.94	6.29	6.00	####	-0.075	-0.062	-0.071	-3.31	-12.69
88	268	180	1893.93	1893.93	####	6.57	26.64	6.48	5.95	6.31	6.00	####	-0.051	-0.043	-0.049	-3.32	-12.98
88	270	182	1900.56	1900.56	####	6.63	27.02	6.50	5.96	6.33	6.01	####	0.000	0.000	0.000	-3.37	-13.21
88	272	184	1907.23	1907.23	####	6.66	27.39	6.53	5.96	6.35	6.02	####	0.000	0.000	0.000	-2.04	-13.38
88	274	186	1907.99	1907.99	####	0.77	27.87	6.56	5.98	6.38	6.03	####	0.000	0.000	0.000	-0.44	-13.64
88	276	188	1908.75	1908.75	####	0.76	28.35	6.59	6.00	6.41	6.05	####	0.000	0.000	0.000	-0.45	-13.90
88	278	190	1909.52	1909.52	####	0.76	28.69	6.62	6.02	6.43	6.07	####	0.000	0.000	0.000	-0.45	-14.15
88	280	192	1911.17	1912.30	####	1.65	29.09	6.66	6.04	6.47	6.09	####	0.113	0.095	0.108	-0.87	-14.13
88	282	194	1912.82	1914.02	####	1.65	29.53	6.69	6.06	6.50	6.11	####	0.134	0.110	0.127	-0.85	-14.32
88	284	196	1914.39	1915.65	####	1.57	29.97	6.73	6.07	6.53	6.13	####	0.152	0.123	0.143	-0.81	-14.53
88	286	198	1915.87	1917.20	####	1.48	30.45	6.76	6.09	6.56	6.14	####	0.167	0.133	0.157	-0.77	-14.75
88	288	200	1917.27	1918.65	####	1.40	30.97	6.79	6.11	6.59	6.16	####	0.181	0.143	0.169	-0.73	-15.00
88	290	202	1918.60	1920.04	####	1.33	31.48	6.82	6.13	6.62	6.18	####	0.196	0.156	0.184	-0.70	-15.28
88	292	204	1919.92	1921.41	####	1.32	31.98	6.85	6.15	6.65	6.20	####	0.218	0.179	0.206	-0.71	-15.60
88	294	206	1921.29	1922.79	####	1.37	32.47	6.88	6.18	6.68	6.23	####	0.240	0.203	0.229	-0.72	-15.90
88	296	208	1922.65	1924.13	####	1.35	32.91	6.91	6.20	6.71	6.25	####	0.256	0.222	0.246	-0.69	-16.15
88	298	210	1923.94	1925.40	####	1.29	33.28	6.95	6.22	6.74	6.27	####	0.268	0.236	0.259	-0.64	-16.35
88	300	212	1925.12	1926.58	####	1.18	33.64	6.98	6.24	6.77	6.29	####	0.277	0.247	0.268	-0.58	-16.54
88	302	214	1926.14	1927.58	####	1.02	33.98	7.00	6.26	6.79	6.31	####	0.280	0.252	0.272	-0.50	-16.72
88	304	216	1927.00	1928.44	####	0.86	34.29	7.03	6.28	6.82	6.33	####	0.280	0.253	0.272	-0.41	-16.88
88	306	218	1927.69	1929.19	####	0.70	34.56	7.05	6.29	6.84	6.34	####	0.279	0.253	0.271	-0.35	-17.02
88	308	220	1928.29	1929.84	####	0.60	34.81	7.08	6.30	6.87	6.35	####	0.277	0.252	0.270	-0.30	-17.14
88	310	222	1928.80	1930.34	####	0.51	34.84	7.11	6.31	6.89	6.36	####	0.274	0.250	0.267	-0.26	-17.27
88	312	224	1929.35	1930.88	####	0.55	34.91	7.15	6.31	6.92	6.36	####	-0.237	-0.219	-0.232	-0.38	-17.18
88	314	226	1929.99	1931.45	####	0.64	35.21	7.18	6.32	6.95	6.37	####	-0.233	-0.214	-0.228	-0.30	-17.33
88	316	228	1930.44	1931.88	####	0.45	35.50	7.20	6.33	6.97	6.38	####	-0.227	-0.208	-0.222	-0.21	-17.48
88	318	230	1930.75	1932.21	####	0.31	35.75	7.22	6.34	6.99	6.39	####	-0.219	-0.199	-0.213	-0.17	-17.60
88	320	232	1931.01	1932.48	####	0.26	35.99	7.24	6.35	7.01	6.40	####	-0.209	-0.190	-0.203	-0.16	-17.71
88	322	234	1931.25	1932.67	####	0.23	36.26	7.27	6.36	7.03	6.41	####	-0.199	-0.180	-0.194	-0.13	-17.83
88	324	236	1931.41	1932.76	####	0.16	36.56	7.29	6.37	7.05	6.42	####	-0.188	-0.171	-0.184	-0.08	-17.98
88	326	238	1931.43	1932.74	####	0.02	36.90	7.31	6.38	7.07	6.43	####	-0.177	-0.160	-0.172	0.00	-18.15
88	338	250	1931.57	1932.80	####	0.36	39.80	7.43	6.39	7.18	6.44	####	0.046	0.070	0.052	-0.23	-19.65
88	340	252	1931.97	1931.97	####	0.39	40.27	7.45	6.40	7.19	6.45	####	0.037	0.060	0.043	-0.19	-19.87
88	342	254	1932.28	1932.28	####	0.31	40.80	7.46	6.42	7.21	6.47	####	0.000	0.000	0.000	-0.24	-20.17
88	344	256	1932.75	1932.75	####	0.47	41.37	7.48	6.43	7.23	6.48	####	0.000	0.000	0.000	-0.21	-20.44
88	346	258	1933.18	1933.18	####	0.43	41.93	7.50	6.45	7.24	6.50	####	0.000	0.000	0.000	-0.99	-20.71
88	348	260	1930.67	1930.67	####	-2.51	41.96	7.57	6.45	7.30	6.50	####	0.000	0.000	0.000	1.30	-20.72
90	204	114	1550.32	1552.36	####	####	-0.06	5.63	5.55	5.60	5.61	####	0.158	0.151	0.155	-10.29	0.41
90	206	116	1570.76	1572.77	####	20.44	0.91	5.65	5.56	5.61	5.62	####	0.136	0.128	0.132	-10.18	-0.01
90	208	118	1590.88	1592.62	1591.73	20.12	2.06	5.67	5.57	5.63	5.62	####	0.122	0.113	0.118	-9.78	-0.47
90	210	120	1610.04	1611.65	1610.51	19.16	2.84	5.69	5.57	5.64	5.63	####	0.086	0.083	0.085	-9.62	-0.83
90	212	122	1629.22	1629.22	1628.60	19.19	3.63	5.71	5.58	5.65	5.63	####	0.040	0.040	0.040	-9.71	-1.43
90	214	124	1648.46	1648.46	1646.16	19.24	4.42	5.73	5.58	5.67	5.64	####	0.000	0.000	0.000	-9.52	-1.87
90	216	126	1666.60	1666.60	1662.69	18.14	5.04	5.75	5.59	5.69	5.65	####	0.000	0.000	0.000	-7.92	-2.18
90	218	128	1678.83	1678.83	1676.77	12.23	6.18	5.79	5.61	5.72	5.67	####	0.000	0.000	0.000	-6.13	-2.75
90	220	130	1690.87	1690.87	1690.59	12.03	7.16	5.82	5.64	5.74	5.69	####	0.017	0.019	0.018	-6.06	-3.30
90	222	132	1703.01	1704.39	1704.22	12.14	7.89	5.85	5.66	5.78	5.72	####	0.066	0.068	0.067	-6.08	-3.59
90	224	134	1714.87	1716.37	1717.57	11.86	8.62	5.88	5.68	5.80	5.74	####	0.080	0.081	0.081	-5.88	-4.00
90	226	136	1726.89	1728.70	1730.51	12.02	9.71	5.93	5.71	5.84	5.76	####	0.184	0.186	0.184	-6.21	-4.63
90	228	138	1739.40	1741.22	1743.08	12.51	11.40	5.97	5.74	5.88	5.79	5.75	0.226	0.228	0.227	-6.20	-5.44
90	230	140	1751.52	1753.27	1755.13	12.12	12.66	6.00	5.76	5.91	5.81	5.77	0.243	0.242	0.243	-5.95	-5.98
90	232	142	1763.06	1764.91	1766.69	11.54	13.71	6.04	5.78	5.94	5.83	5.78	0.265	0.261	0.263	-5.68	-6.51
90	234	144	1774.13	1775.89	1777.66	11.07	14.54	6.07	5.80	5.97	5.86	####	0.286	0.280	0.284	-5.35	-6.92
90	236	146	1784.41	1786.34	1788.16	10.28	15.16	6.10	5.82	5.99	5.87	####	0.284	0.278	0.282	-5.13	-7.26
90	238	148	1794.50	1796.42	####	10.08	15.84	6.13	5.84	6.02	5.89	####	0.288	0.283	0.286	-5.01	-7.61
90	240	150	1804.31	1805.96	####	9.81	16.48	6.15	5.85	6.04	5.91	####	0.295	0.292	0.294	-4.65	-7.93
90	242	152	1813.04	1815.01	####	8.74	16.99	6.18	5.86	6.06	5.92	####	0.289	0.282	0.286	-4.35	-8.19
90	244	154	1821.57	1823.64	####	8.53	17.49	6.20	5.87	6.08	5.93	####	0.280	0.271	0.276	-4.29	-8.44
90	246	156	1830.03	1832.06	####	8.46	17.98	6.22	5.88	6.10	5.94	####	0.268	0.256	0.263	-4.26	-8.68
90	248	158	1838.44	1840.31	####	8.41	18.48	6.25	5.89	6.12	5.95	####	0.258	0.243	0.252	-4.19	-8.93
90	250	160	1846.65	1848.29	####	8.21	19.01	6.27	5.90	6.14	5.95	####	0.248	0.232	0.242	-3.97	-9.18
90	252	162	1854.20	1856.04	####	7.55	19.57	6.29	5.91	6.15	5.96	####	0.227	0.207	0.220	-3.73	-9.44
90	254	164	1861.63	1863.44	####	7.42	20.18	6.30	5.91	6.17	5.96	####	0.192	0.168	0.183	-3.83	-9.65
90	256	166	1869.24	1870.99	####	7.61	20.85	6.32	5.92	6.18	5.97	####	0.167	0.142	0.158	-3.86	-9.90
90	258	168	1876.86	1878.57	####	7.62	21.63	6.34	5.93	6.20	5.98	####	0.149	0.126	0.141	-3.83	-10.19
90	260	170	1884.41	1886.08	####	7.55	22.49	6.37	5.94	6.22	5.99	####	0.136	0.115	0.128	-3.77	-10.51
90	262	172	1891.81	1893.42	####	7.40	23.35	6.39	5.95	6.24	6.00	####	0.126	0.107	0.119	-3.67	-10.85
90	264	174	1898.96	1900.42	####	7.15	24.13	6.41	5.96	6.26	6.01	####	0.117	0.101	0.111	-3.42	-11.16
90	266	176	1905.49	1906.83	####	6.52	24.51	6.43	5.96	6.28	6.02	####	0.093	0.084	0.090	-3.30	-11.44
90	268	178	1912.05	1913.22	####	6.57	24.69	6.45	5.97	6.29	6.02	####	0.061	0.057	0.060	-3.49	-11.93
90	270	180	1919.20	1919.20	####	7.14	25.27	6.47	5.98	6.31	6.03	####	-0.038	-0.029	-0.035	-3.59	-12.31
90	272	182	1926.33	1926.33	####	7.13	25.76	6.50	5.98	6.33	6.03	####	0.000	0.000	0.000	-3.55	-12.55
90	274	184	1933.32	1933.32	####	6.99	26.09	6.53	5.99	6.35	6.04	####	0.000	0.000	0.000	-2.26	-12.70
90	276	186	1934.61	1934.61	####	1.30	26.62	6.56	6.01	6.38	6.06	####	0.000	0.000	0.000	-0.71	-12.99
90	278	188	1935.91	1935.91	####	1.30	27.16	6.58	6.03	6.41	6.08	####	0.000	0.000	0.000	-0.71	-13.28
90	280	190	1937.21	1937.21	####	1.30	27.69	6.61	6.05	6.43	6.10	####	0.000	0.000	0.000	-0.72	-13.56
90	282	192	1938.67	1939.89	####	1.46	27.50	6.65	6.07	6.47	6.12	####	0.089	0.074	0.084	-0.99	-13.46
90	284	194	1940.62	1941.85	####	1.95	27.80	6.68	6.08	6.50	6.14	####	0.120	0.097	0.113	-1.02	-13.54
90	286	196	1942.55	1943.86	####	1.93	28.16	6.72	6.10	6.53	6.15	####	0.142	0.116	0.134	-1.00	-13.71
90	288	198	1944.45	1945.86	####	1.90	28.58	6.75	6.12	6.56	6.17	####	0.164	0.136	0.155	-1.00	-13.93
90	290	200	1946.38	1947.85	####	1.93	29.11	6.78	6.14	6.59	6.19	####	0.189	0.162	0.181	-1.03	-14.24
90	292	202	1948.45	1949.91	####	2.07	29.85	6.81	6.17	6.62	6.22	####	0.219	0.196	0.212	-1.08	-14.69
90	294	204	1950.52	1951.99	####	2.07	30.60	6.84	6.19	6.65	6.24	####	0.237	0.214	0.230	-1.04	-15.03
90	296	206	1952.49	1953.95	####	1.97	31.19	6.87	6.21	6.68	6.26	####	0.251	0.229	0.244	-0.98	-15.32
90	298	208	1954.31	1955.77	####	1.82	31.66	6.90	6.23	6.71	6.28	####	0.263	0.240	0.256	-0.90	-15.55
90	300	210	1956.00	1957.49	####	1.69	32.07	6.94	6.25	6.74	6.30	####	0.273	0.250	0.266	-0.84	-15.75
90	302	212	1957.57	1959.04	####	1.56	32.45	6.96	6.27	6.76	6.32	####	0.281	0.259	0.274	-0.76	-15.95
90	304	214	1958.94	1960.38	####	1.37	32.80	6.99	6.28	6.79	6.33	####	0.283	0.261	0.276	-0.66	-16.13
90	306	216	1960.11	1961.54	####	1.18	33.12	7.01	6.30	6.81	6.35	####	0.281	0.259	0.275	-0.56	-16.29
90	308	218	1961.08	1962.58	####	0.97	33.39	7.04	6.31	6.83	6.36	####	0.279	0.258	0.273	-0.48	-16.43
90	310	220	1961.92	1963.47	####	0.84	33.63	7.07	6.32	6.86	6.37	####	0.277	0.256	0.271	-0.43	-16.57
90	312	222	1962.68	1964.22	####	0.76	33.88	7.09	6.33	6.88	6.38	####	0.273	0.253	0.268	-0.39	-16.69
90	314	224	1963.37	1964.86	####	0.68	34.02	7.12	6.34	6.90	6.39	####	0.267	0.245	0.261	-0.35	-16.82
90	316	226	1964.01	1965.52	####	0.64	34.02	7.16	6.35	6.94	6.40	####	-0.236	-0.222	-0.232	-0.46	-16.74
90	318	228	1964.77	1966.22	####	0.76	34.33	7.18	6.36	6.96	6.41	####	-0.231	-0.217	-0.227	-0.35	-16.90
90	320	230	1965.33	1966.80	####	0.56	34.58	7.20	6.37	6.98	6.42	####	-0.223	-0.208	-0.219	-0.29	-17.04
90	322	232	1965.81	1967.30	####	0.48	34.80	7.23	6.38	7.00	6.43	####	-0.213	-0.198	-0.208	-0.27	-17.15
90	324	234	1966.27	1967.73	####	0.46	35.03	7.25	6.39	7.02	6.44	####	-0.201	-0.186	-0.197	-0.26	-17.27
90	326	236	1966.71	1968.08	####	0.43	35.30	7.27	6.39	7.04	6.44	####	-0.189	-0.171	-0.184	-0.23	-17.41
90	328	238	1967.06	1968.36	####	0.36	35.63	7.29	6.39	7.05	6.44	####	-0.174	-0.150	-0.167	-0.21	-17.60
90	330	240	1967.40	1968.71	####	0.34	36.07	7.30	6.39	7.06	6.44	####	-0.147	-0.116	-0.139	-0.27	-17.89
90	332	242	1967.89	1969.16	####	0.49	36.61	7.32	6.39	7.08	6.44	####	-0.127	-0.098	-0.119	-0.31	-18.15
90	334	244	1968.43	1969.62	####	0.54	37.16	7.34	6.40	7.10	6.45	####	-0.112	-0.086	-0.105	-0.31	-18.39
90	336	246	1968.96	1970.12	####	0.53	37.75	7.36	6.41	7.12	6.46	####	-0.096	-0.074	-0.090	-0.31	-18.66
90	338	248	1969.56	1970.74	####	0.60	38.35	7.38	6.42	7.14	6.47	####	0.067	0.074	0.069	-0.40	-18.87
90	340	250	1970.31	1971.49	####	0.75	38.74	7.41	6.42	7.16	6.47	####	0.047	0.059	0.050	-0.43	-19.09
90	342	252	1971.12	1971.12	####	0.81	39.16	7.43	6.43	7.18	6.48	####	0.000	0.000	0.000	-0.51	-19.46
90	344	254	1972.12	1972.12	####	1.00	39.84	7.45	6.44	7.20	6.49	####	0.000	0.000	0.000	-0.49	-19.68
90	346	256	1973.10	1973.10	####	0.97	40.35	7.46	6.46	7.22	6.51	####	0.000	0.000	0.000	-0.47	-19.92
90	348	258	1974.06	1974.06	####	0.96	40.87	7.48	6.47	7.23	6.52	####	0.000	0.000	0.000	-1.20	-20.16
90	350	260	1971.56	1971.56	####	-2.50	40.89	7.55	6.47	7.29	6.52	####	0.000	0.000	0.000	1.29	-20.17
92	210	118	1590.71	1592.55	####	####	-0.17	5.68	5.60	5.65	5.66	####	0.132	0.129	0.131	-10.06	0.44
92	212	120	1610.28	1611.44	####	19.57	0.24	5.70	5.60	5.66	5.66	####	-0.098	-0.089	-0.094	-10.33	-0.16
92	214	122	1631.37	1631.37	####	21.09	2.15	5.72	5.61	5.67	5.66	####	0.000	0.000	0.000	-10.16	-0.41
92	216	124	1651.31	1651.31	1648.36	19.94	2.85	5.74	5.61	5.69	5.67	####	0.000	0.000	0.000	-9.76	-0.76
92	218	126	1670.02	1670.02	1665.68	18.71	3.42	5.76	5.62	5.70	5.68	####	0.000	0.000	0.000	-8.27	-1.08
92	220	128	1683.47	1683.47	####	13.44	4.63	5.80	5.64	5.73	5.70	####	0.000	0.000	0.000	-6.73	-1.63
92	222	130	1696.68	1696.68	1695.58	13.22	5.82	5.83	5.67	5.76	5.72	####	0.000	0.000	0.000	-6.63	-2.16
92	224	132	1709.70	1709.70	1710.26	13.02	6.69	5.86	5.69	5.79	5.74	####	0.000	0.000	0.000	-6.52	-2.69
92	226	134	1722.51	1722.51	1724.81	12.80	7.64	5.89	5.71	5.82	5.76	####	0.000	0.000	0.000	-6.41	-3.21
92	228	136	1735.92	1737.73	1739.06	13.41	9.03	5.95	5.75	5.87	5.81	####	0.232	0.251	0.240	-7.06	-4.12
92	230	138	1749.52	1751.39	1752.81	13.60	10.12	5.98	5.77	5.90	5.83	####	0.241	0.254	0.246	-6.73	-4.66
92	232	140	1762.69	1764.54	1765.96	13.17	11.17	6.01	5.79	5.92	5.84	####	0.255	0.264	0.258	-6.48	-5.18
92	234	142	1775.34	1777.15	1778.57	12.65	12.28	6.04	5.81	5.95	5.86	5.83	0.274	0.280	0.276	-6.16	-5.71
92	236	144	1787.18	1788.94	1790.41	11.84	13.05	6.08	5.83	5.98	5.88	5.84	0.289	0.290	0.290	-5.71	-6.10
92	238	146	1798.18	1800.10	1801.69	11.00	13.77	6.10	5.84	6.00	5.90	5.86	0.288	0.287	0.288	-5.50	-6.52
92	240	148	1809.00	1810.89	1812.42	10.82	14.50	6.13	5.86	6.03	5.92	####	0.292	0.292	0.292	-5.36	-6.91
92	242	150	1819.42	1821.07	####	10.42	15.11	6.15	5.88	6.05	5.93	####	0.296	0.296	0.296	-4.94	-7.22
92	244	152	1828.69	1830.66	####	9.27	15.65	6.18	5.89	6.07	5.94	####	0.291	0.290	0.291	-4.61	-7.49
92	246	154	1837.71	1839.78	####	9.02	16.14	6.20	5.90	6.09	5.95	####	0.284	0.281	0.283	-4.53	-7.75
92	248	156	1846.65	1848.68	####	8.94	16.62	6.22	5.91	6.11	5.96	####	0.274	0.268	0.272	-4.49	-8.00
92	250	158	1855.53	1857.40	####	8.87	17.09	6.25	5.92	6.13	5.97	####	0.264	0.256	0.261	-4.43	-8.24
92	252	160	1864.21	1865.89	####	8.68	17.56	6.27	5.92	6.15	5.98	####	0.253	0.242	0.249	-4.22	-8.49
92	254	162	1872.29	1874.16	####	8.08	18.09	6.29	5.93	6.16	5.99	####	0.234	0.220	0.229	-3.96	-8.74
92	256	164	1880.10	1881.99	####	7.82	18.48	6.30	5.94	6.17	5.99	####	0.203	0.186	0.197	-4.00	-8.91
92	258	166	1888.07	1889.88	####	7.97	18.83	6.32	5.94	6.19	6.00	####	0.177	0.160	0.171	-4.04	-9.06
92	260	168	1896.03	1897.82	####	7.96	19.18	6.34	5.95	6.21	6.01	####	0.158	0.142	0.152	-4.01	-9.22
92	262	170	1903.94	1905.71	####	7.90	19.53	6.36	5.96	6.22	6.01	####	0.142	0.127	0.136	-3.96	-9.41
92	264	172	1911.76	1913.44	####	7.82	19.95	6.39	5.97	6.24	6.02	####	0.127	0.113	0.122	-3.89	-9.62
92	266	174	1919.36	1920.85	####	7.61	20.40	6.41	5.98	6.26	6.03	####	0.116	0.102	0.111	-3.66	-9.85
92	268	176	1927.62	1927.62	####	8.25	22.13	6.42	5.98	6.27	6.04	####	0.000	0.000	0.000	-4.04	-10.63
92	270	178	1935.55	1935.55	####	7.93	23.49	6.45	5.99	6.29	6.05	####	0.000	0.000	0.000	-3.94	-10.85
92	272	180	1943.27	1943.27	####	7.72	24.07	6.47	6.00	6.32	6.05	####	0.000	0.000	0.000	-3.82	-11.04
92	274	182	1950.76	1950.76	####	7.49	24.44	6.50	6.01	6.34	6.06	####	0.000	0.000	0.000	-3.70	-11.21
92	276	184	1958.05	1958.05	####	7.28	24.73	6.52	6.01	6.36	6.06	####	0.000	0.000	0.000	-2.47	-11.38
92	278	186	1959.95	1959.95	####	1.90	25.34	6.55	6.03	6.38	6.08	####	0.000	0.000	0.000	-1.01	-11.68
92	280	188	1961.84	1961.84	####	1.89	25.93	6.58	6.05	6.41	6.11	####	0.000	0.000	0.000	-1.01	-11.98
92	282	190	1963.73	1963.73	####	1.88	26.52	6.61	6.07	6.44	6.13	####	0.000	0.000	0.000	-1.01	-12.28
92	284	192	1965.61	1965.61	####	1.88	26.94	6.63	6.09	6.46	6.15	####	0.000	0.000	0.000	-1.02	-12.57
92	286	194	1967.49	1967.49	####	1.88	26.87	6.66	6.12	6.49	6.17	####	0.000	0.000	0.000	-1.01	-12.86
92	288	196	1969.37	1969.37	####	1.88	26.82	6.69	6.13	6.52	6.19	####	0.000	0.000	0.000	-1.01	-13.13
92	290	198	1971.60	1973.07	####	2.22	27.15	6.74	6.15	6.56	6.20	####	0.174	0.157	0.169	-1.32	-13.32
92	292	200	1974.43	1975.82	####	2.84	28.05	6.78	6.18	6.60	6.23	####	0.217	0.209	0.215	-1.50	-13.81
92	294	202	1977.30	1978.75	####	2.87	28.85	6.81	6.20	6.63	6.25	####	0.235	0.227	0.233	-1.41	-14.15
92	296	204	1979.99	1981.48	####	2.69	29.47	6.84	6.22	6.65	6.27	####	0.247	0.239	0.245	-1.34	-14.45
92	298	206	1982.53	1983.94	####	2.54	30.04	6.87	6.24	6.68	6.29	####	0.258	0.249	0.255	-1.23	-14.72
92	300	208	1984.79	1986.26	####	2.26	30.48	6.90	6.26	6.71	6.31	####	0.268	0.256	0.264	-1.11	-14.94
92	302	210	1986.89	1988.41	####	2.10	30.89	6.93	6.27	6.73	6.33	####	0.277	0.264	0.273	-1.04	-15.15
92	304	212	1988.85	1990.32	####	1.96	31.29	6.95	6.29	6.76	6.34	####	0.285	0.272	0.281	-0.94	-15.35
92	306	214	1990.55	1992.00	####	1.70	31.62	6.98	6.31	6.78	6.36	####	0.285	0.271	0.281	-0.82	-15.52
92	308	216	1992.04	1993.49	####	1.49	31.93	7.00	6.32	6.81	6.37	####	0.283	0.268	0.278	-0.72	-15.69
92	310	218	1993.33	1994.82	####	1.28	32.24	7.03	6.34	6.83	6.39	####	0.282	0.267	0.277	-0.62	-15.86
92	312	220	1994.44	1995.97	####	1.11	32.51	7.05	6.35	6.85	6.40	####	0.279	0.265	0.275	-0.55	-16.00
